Time,Precinct,Rsq,Feature
12-2017,70,0.769126298,Safety
01-2018,70,0.446859575,Safety
02-2018,70,0.246792706,Safety
03-2018,70,0.712398668,Safety
04-2018,70,0.046533654,Safety
05-2018,70,0.472785399,Safety
06-2018,70,0.380889846,Safety
07-2018,70,0.503938661,Safety
08-2018,70,0.650646076,Safety
09-2018,70,0.749076018,Safety
10-2018,70,0.091824116,Safety
11-2018,70,0.415090592,Safety
12-2018,70,0.356819167,Safety
01-2019,70,0.567488682,Safety
02-2019,70,0.660158389,Safety
03-2019,70,0.591480644,Safety
04-2019,70,0.200657961,Safety
05-2019,70,0.230283539,Safety
06-2019,70,1.172559286,Safety
07-2019,70,0.402890901,Safety
08-2019,70,0.262033005,Safety
09-2019,70,0.602670493,Safety
10-2019,70,0.502570938,Safety
11-2019,70,0.574898077,Safety
12-2019,70,0.709347099,Safety
01-2017,71,1.044555364,Safety
02-2017,71,0.424938249,Safety
03-2017,71,0.229286183,Safety
04-2017,71,0.427980614,Safety
05-2017,71,0.722041831,Safety
06-2017,71,0.579303455,Safety
07-2017,71,0.449633766,Safety
08-2017,71,0.484605447,Safety
09-2017,71,0.359460985,Safety
10-2017,71,0.13186005,Safety
11-2017,71,0.379493783,Safety
12-2017,71,0.116272377,Safety
01-2018,71,0.556326877,Safety
02-2018,71,0.719606896,Safety
03-2018,71,0.516919995,Safety
04-2018,71,0.41739682,Safety
05-2018,71,0.578033436,Safety
06-2018,71,0.774146776,Safety
07-2018,71,0.33886569,Safety
08-2018,71,0.423392409,Safety
09-2018,71,0.303060629,Safety
10-2018,71,0.580950325,Safety
11-2018,71,0.249819529,Safety
12-2018,71,0.781064318,Safety
01-2019,71,0.239420877,Safety
02-2019,71,0.348298512,Safety
03-2019,71,0.158916021,Safety
04-2019,71,0.679073103,Safety
05-2019,71,0.468249687,Safety
06-2019,71,0.516642183,Safety
07-2019,71,0.701040058,Safety
08-2019,71,0.841137722,Safety
09-2019,71,0.397802927,Safety
10-2019,71,0.532753397,Safety
11-2019,71,0.338010999,Safety
12-2019,71,0.501421205,Safety
01-2017,72,0.643867591,Safety
02-2017,72,0.465405902,Safety
03-2017,72,0.557504198,Safety
04-2017,72,0.686247835,Safety
05-2017,72,0.570728522,Safety
06-2017,72,0.945070197,Safety
07-2017,72,0.507457639,Safety
08-2017,72,0.72062054,Safety
09-2017,72,0.637913458,Safety
10-2017,72,0.446729006,Safety
11-2017,72,0.644188523,Safety
12-2017,72,0.459968187,Safety
01-2018,72,0.503906688,Safety
02-2018,72,0.679425144,Safety
03-2018,72,0.599818183,Safety
04-2018,72,0.645282714,Safety
05-2018,72,1.015167116,Safety
06-2018,72,0.329283978,Safety
07-2018,72,0.819287601,Safety
08-2018,72,0.662792215,Safety
09-2018,72,0.721770058,Safety
10-2018,72,0.562662812,Safety
11-2018,72,0.71225869,Safety
12-2018,72,0.444701865,Safety
01-2019,72,0.366390689,Safety
02-2019,72,0.406835935,Safety
03-2019,72,0.591400118,Safety
04-2019,72,-0.130654674,Safety
05-2019,72,0.471642575,Safety
06-2019,72,0.557402597,Safety
07-2019,72,0.377165703,Safety
08-2019,72,0.543585901,Safety
09-2019,72,0.343822778,Safety
10-2019,72,0.672862964,Safety
11-2019,72,0.532056084,Safety
12-2019,72,0.430036383,Safety
01-2017,73,0.751980512,Safety
02-2017,73,0.255961179,Safety
03-2017,73,0.722351076,Safety
04-2017,73,0.641456693,Safety
05-2017,73,1.060999361,Safety
06-2017,73,0.494955651,Safety
07-2017,73,0.445513589,Safety
08-2017,73,0.430145884,Safety
09-2017,73,1.103433009,Safety
10-2017,73,0.519487577,Safety
11-2017,73,0.583150857,Safety
12-2017,73,0.832330671,Safety
01-2018,73,0.650280045,Safety
02-2018,73,0.442171438,Safety
03-2018,73,0.85384397,Safety
04-2018,73,0.886831547,Safety
05-2018,73,0.59247645,Safety
06-2018,73,0.072154943,Safety
07-2018,73,0.641726998,Safety
08-2018,73,0.251421498,Safety
09-2018,73,0.450067047,Safety
10-2018,73,0.302968728,Safety
11-2018,73,0.459468272,Safety
12-2018,73,0.621399343,Safety
01-2019,73,0.432807581,Safety
02-2019,73,0.124581304,Safety
03-2019,73,0.71080558,Safety
04-2019,73,0.788771937,Safety
05-2019,73,0.638384999,Safety
06-2019,73,0.520560296,Safety
07-2019,73,0.09956921,Safety
08-2019,73,0.929067993,Safety
09-2019,73,0.248675457,Safety
10-2019,73,0.628311297,Safety
11-2019,73,0.081507315,Safety
12-2019,73,0.282577536,Safety
01-2017,75,0.440142362,Safety
02-2017,75,0.627760809,Safety
03-2017,75,0.197605206,Safety
04-2017,75,0.400379769,Safety
05-2017,75,0.896384402,Safety
06-2017,75,0.816908252,Safety
07-2017,75,0.91427542,Safety
08-2017,75,0.136244314,Safety
09-2017,75,0.575494299,Safety
10-2017,75,0.425090895,Safety
11-2017,75,0.716691754,Safety
12-2017,75,0.613986526,Safety
01-2018,75,0.917323612,Safety
02-2018,75,0.328619319,Safety
03-2018,75,0.370039687,Safety
04-2018,75,0.327703575,Safety
05-2018,75,0.49799556,Safety
06-2018,75,0.627348941,Safety
07-2018,75,0.549819925,Safety
08-2018,75,0.660833486,Safety
09-2018,75,0.562142898,Safety
10-2018,75,0.469061825,Safety
11-2018,75,0.547295984,Safety
12-2018,75,0.393717344,Safety
01-2019,75,0.481581007,Safety
02-2019,75,0.462736179,Safety
03-2019,75,0.396551048,Safety
04-2019,75,0.097132336,Safety
05-2019,75,0.691069244,Safety
06-2019,75,0.76066991,Safety
07-2019,75,0.409516828,Safety
08-2019,75,0.370167962,Safety
09-2019,75,0.574531229,Safety
10-2019,75,0.692910636,Safety
11-2019,75,0.597617515,Safety
12-2019,75,0.537708877,Safety
01-2017,76,0.862639295,Safety
02-2017,76,0.280883411,Safety
03-2017,76,0.545832022,Safety
04-2017,76,0.331356009,Safety
05-2017,76,0.157102463,Safety
06-2017,76,-0.050585031,Safety
07-2017,76,0.547486675,Safety
08-2017,76,0.565223282,Safety
09-2017,76,0.725378703,Safety
10-2017,76,0.581063681,Safety
11-2017,76,0.162916284,Safety
12-2017,76,0.588659959,Safety
01-2018,76,0.633430484,Safety
02-2018,76,0.104864598,Safety
03-2018,76,0.862332199,Safety
04-2018,76,0.153847249,Safety
05-2018,76,0.424566339,Safety
06-2018,76,0.723315441,Safety
07-2018,76,0.791645815,Safety
08-2018,76,0.889814618,Safety
09-2018,76,0.451237056,Safety
10-2018,76,0.520072392,Safety
11-2018,76,0.947322644,Safety
12-2018,76,0.647714894,Safety
01-2019,76,0.830844057,Safety
02-2019,76,0.53372361,Safety
03-2019,76,0.31380229,Safety
04-2019,76,0.966212351,Safety
05-2019,76,0.535752629,Safety
06-2019,76,0.569219111,Safety
07-2019,76,0.700263854,Safety
08-2019,76,0.546927896,Safety
09-2019,76,0.292614427,Safety
10-2019,76,0.395639015,Safety
11-2019,76,0.31217525,Safety
12-2019,76,0.020524605,Safety
01-2017,77,0.359500523,Safety
02-2017,77,0.382572281,Safety
03-2017,77,0.162234512,Safety
04-2017,77,0.568212965,Safety
05-2017,77,0.239473064,Safety
06-2017,77,0.360171686,Safety
07-2017,77,0.116942719,Safety
08-2017,77,0.628816782,Safety
09-2017,77,0.447596602,Safety
10-2017,77,0.707726819,Safety
11-2017,77,0.584913421,Safety
12-2017,77,0.640241512,Safety
01-2018,77,0.701352464,Safety
02-2018,77,0.378711971,Safety
03-2018,77,0.379882409,Safety
04-2018,77,0.560939918,Safety
05-2018,77,0.726748673,Safety
06-2018,77,0.785813459,Safety
07-2018,77,0.313573164,Safety
08-2018,77,0.547467502,Safety
09-2018,77,0.917063342,Safety
10-2018,77,0.368730979,Safety
11-2018,77,0.672002266,Safety
12-2018,77,0.642570037,Safety
01-2019,77,0.681804238,Safety
02-2019,77,0.324227174,Safety
03-2019,77,0.26791815,Safety
04-2019,77,0.455077555,Safety
05-2019,77,0.500364862,Safety
06-2019,77,0.475414683,Safety
07-2019,77,0.652813407,Safety
08-2019,77,0.434408179,Safety
09-2019,77,0.302292849,Safety
10-2019,77,0.643957315,Safety
11-2019,77,0.457710772,Safety
12-2019,77,0.215483902,Safety
01-2017,78,0.78194354,Safety
02-2017,78,0.194154434,Safety
03-2017,78,0.725287676,Safety
04-2017,78,0.358650513,Safety
05-2017,78,0.353059455,Safety
06-2017,78,0.717107427,Safety
07-2017,78,0.94513347,Safety
08-2017,78,1.149873184,Safety
09-2017,78,0.410313194,Safety
10-2017,78,0.624483577,Safety
11-2017,78,0.409878781,Safety
12-2017,78,0.451420592,Safety
01-2018,78,-0.018598086,Safety
02-2018,78,0.594287904,Safety
03-2018,78,-0.2218153,Safety
04-2018,78,0.872766414,Safety
05-2018,78,0.419051468,Safety
06-2018,78,0.569905621,Safety
07-2018,78,0.701758398,Safety
08-2018,78,0.280128706,Safety
09-2018,78,0.860842807,Safety
10-2018,78,0.781009258,Safety
11-2018,78,0.395123209,Safety
12-2018,78,0.328635467,Safety
01-2019,78,0.392129858,Safety
02-2019,78,0.183800131,Safety
03-2019,78,0.269063206,Safety
04-2019,78,0.852605541,Safety
05-2019,78,0.698211854,Safety
06-2019,78,0.798767049,Safety
07-2019,78,0.380274618,Safety
08-2019,78,0.575201205,Safety
09-2019,78,0.27144426,Safety
10-2019,78,0.904656037,Safety
11-2019,78,0.300553656,Safety
12-2019,78,0.347058681,Safety
01-2017,79,0.755710108,Safety
02-2017,79,0.85005151,Safety
03-2017,79,0.483136187,Safety
04-2017,79,0.344468976,Safety
05-2017,79,0.832592586,Safety
06-2017,79,0.506991402,Safety
07-2017,79,0.237617987,Safety
08-2017,79,0.373445309,Safety
09-2017,79,0.127780181,Safety
10-2017,79,0.548846713,Safety
11-2017,79,0.245983295,Safety
12-2017,79,0.680557349,Safety
01-2018,79,0.153878437,Safety
02-2018,79,0.583063426,Safety
03-2018,79,1.243440366,Safety
04-2018,79,0.23487394,Safety
05-2018,79,0.465313674,Safety
06-2018,79,0.901328552,Safety
07-2018,79,0.429056208,Safety
08-2018,79,0.625855454,Safety
09-2018,79,0.167976875,Safety
10-2018,79,-0.019281525,Safety
11-2018,79,0.640375276,Safety
12-2018,79,0.515279436,Safety
01-2019,79,0.571681976,Safety
02-2019,79,0.810221457,Safety
03-2019,79,0.763386862,Safety
04-2019,79,0.039396092,Safety
05-2019,79,0.656777328,Safety
06-2019,79,0.517175314,Safety
07-2019,79,0.669791332,Safety
08-2019,79,0.557480442,Safety
09-2019,79,0.36833534,Safety
10-2019,79,0.580674308,Safety
11-2019,79,0.560203406,Safety
12-2019,79,0.473814497,Safety
01-2017,81,0.549197587,Safety
02-2017,81,1.038192047,Safety
03-2017,81,0.691860704,Safety
04-2017,81,0.587489986,Safety
05-2017,81,0.591378166,Safety
06-2017,81,0.241792822,Safety
07-2017,81,0.120459349,Safety
08-2017,81,0.628306789,Safety
09-2017,81,0.707007352,Safety
10-2017,81,0.539489717,Safety
11-2017,81,0.310345007,Safety
12-2017,81,0.657250058,Safety
01-2018,81,0.257644828,Safety
02-2018,81,0.171050784,Safety
03-2018,81,0.796036517,Safety
04-2018,81,0.907442545,Safety
05-2018,81,0.677432555,Safety
06-2018,81,0.510276215,Safety
07-2018,81,0.521154768,Safety
08-2018,81,0.108924764,Safety
09-2018,81,0.297722314,Safety
10-2018,81,0.730715506,Safety
11-2018,81,0.512332349,Safety
12-2018,81,0.467363041,Safety
01-2019,81,0.972777416,Safety
02-2019,81,0.534631189,Safety
03-2019,81,0.550183104,Safety
04-2019,81,0.057914645,Safety
05-2019,81,0.245794742,Safety
06-2019,81,0.66284827,Safety
07-2019,81,0.36805023,Safety
08-2019,81,0.069491354,Safety
09-2019,81,0.595040409,Safety
10-2019,81,0.416409324,Safety
11-2019,81,0.201234437,Safety
12-2019,81,0.727445056,Safety
01-2017,83,1.031033901,Safety
02-2017,83,0.595651518,Safety
03-2017,83,0.491801135,Safety
04-2017,83,0.367317096,Safety
05-2017,83,1.053201412,Safety
06-2017,83,0.192767071,Safety
07-2017,83,-0.046028947,Safety
08-2017,83,0.798354562,Safety
09-2017,83,-0.232071103,Safety
10-2017,83,0.426677539,Safety
11-2017,83,0.624119661,Safety
12-2017,83,0.201743817,Safety
01-2018,83,0.253771846,Safety
02-2018,83,0.402984597,Safety
03-2018,83,0.63976769,Safety
04-2018,83,0.778869695,Safety
05-2018,83,0.423169973,Safety
06-2018,83,0.597196854,Safety
07-2018,83,0.732583616,Safety
08-2018,83,0.834207677,Safety
09-2018,83,0.466060716,Safety
10-2018,83,0.223611226,Safety
11-2018,83,0.593918704,Safety
12-2018,83,0.377517447,Safety
01-2019,83,0.293695875,Safety
02-2019,83,0.731440994,Safety
03-2019,83,0.457018961,Safety
04-2019,83,0.005259726,Safety
05-2019,83,0.389133635,Safety
06-2019,83,1.024001089,Safety
07-2019,83,0.058498289,Safety
08-2019,83,0.933529834,Safety
09-2019,83,0.252590679,Safety
10-2019,83,0.392942023,Safety
11-2019,83,0.98753634,Safety
12-2019,83,0.00271306,Safety
01-2017,84,0.581986951,Safety
02-2017,84,0.775557944,Safety
03-2017,84,0.508240476,Safety
04-2017,84,0.51862295,Safety
05-2017,84,0.334277091,Safety
06-2017,84,0.874886997,Safety
07-2017,84,0.363324175,Safety
08-2017,84,0.659648148,Safety
09-2017,84,0.315835005,Safety
10-2017,84,0.343876502,Safety
11-2017,84,0.145579107,Safety
12-2017,84,0.695530525,Safety
01-2018,84,0.455091211,Safety
02-2018,84,0.624714123,Safety
03-2018,84,0.239552434,Safety
04-2018,84,0.315803291,Safety
05-2018,84,0.742321444,Safety
06-2018,84,0.228725054,Safety
07-2018,84,0.518690034,Safety
08-2018,84,0.587985083,Safety
09-2018,84,0.998227669,Safety
10-2018,84,0.4411221,Safety
11-2018,84,0.69830931,Safety
12-2018,84,0.708921837,Safety
01-2019,84,1.139626378,Safety
02-2019,84,0.861038612,Safety
03-2019,84,0.534533109,Safety
04-2019,84,0.305769056,Safety
05-2019,84,0.666692056,Safety
06-2019,84,0.555625249,Safety
07-2019,84,1.222987346,Safety
08-2019,84,0.408604654,Safety
09-2019,84,0.618198936,Safety
10-2019,84,0.834412054,Safety
11-2019,84,0.600148584,Safety
12-2019,84,0.330448159,Safety
01-2017,88,0.904803584,Safety
02-2017,88,0.556289099,Safety
03-2017,88,0.452701228,Safety
04-2017,88,0.419041918,Safety
05-2017,88,0.70645632,Safety
06-2017,88,0.052935607,Safety
07-2017,88,0.275320059,Safety
08-2017,88,0.255832769,Safety
09-2017,88,0.49747098,Safety
10-2017,88,0.403954745,Safety
11-2017,88,0.525983902,Safety
12-2017,88,0.56671857,Safety
01-2018,88,0.077989216,Safety
02-2018,88,0.356331138,Safety
03-2018,88,0.562477506,Safety
04-2018,88,0.333754957,Safety
05-2018,88,1.062846806,Safety
06-2018,88,0.747401194,Safety
07-2018,88,0.965860199,Safety
08-2018,88,0.205744945,Safety
09-2018,88,0.517195934,Safety
10-2018,88,0.38771015,Safety
11-2018,88,0.972548451,Safety
12-2018,88,1.034837627,Safety
01-2019,88,0.418717945,Safety
02-2019,88,1.191056472,Safety
03-2019,88,0.199067537,Safety
04-2019,88,0.453931818,Safety
05-2019,88,0.212761552,Safety
06-2019,88,0.16562762,Safety
07-2019,88,0.985938027,Safety
08-2019,88,0.33338223,Safety
09-2019,88,0.326908088,Safety
10-2019,88,0.485296845,Safety
11-2019,88,0.322442292,Safety
12-2019,88,0.165719612,Safety
01-2017,90,0.964923718,Safety
02-2017,90,0.544813734,Safety
03-2017,90,0.099510739,Safety
04-2017,90,0.600793205,Safety
05-2017,90,0.337159172,Safety
06-2017,90,0.763139874,Safety
07-2017,90,1.064028749,Safety
08-2017,90,0.541061422,Safety
09-2017,90,0.628173025,Safety
10-2017,90,0.44880177,Safety
11-2017,90,0.60097412,Safety
12-2017,90,0.260977095,Safety
01-2018,90,0.188999929,Safety
02-2018,90,0.454631114,Safety
03-2018,90,0.673219813,Safety
04-2018,90,0.869270834,Safety
05-2018,90,0.623012923,Safety
06-2018,90,0.4841711,Safety
07-2018,90,0.708653744,Safety
08-2018,90,-0.080051329,Safety
09-2018,90,0.145669166,Safety
10-2018,90,0.767302086,Safety
11-2018,90,0.632804555,Safety
12-2018,90,0.212075812,Safety
01-2019,90,0.539761502,Safety
02-2019,90,0.322050611,Safety
03-2019,90,0.419878565,Safety
04-2019,90,0.810844017,Safety
05-2019,90,0.52093281,Safety
06-2019,90,0.265177898,Safety
07-2019,90,0.657245701,Safety
08-2019,90,0.660893644,Safety
09-2019,90,0.482483098,Safety
10-2019,90,0.194761375,Safety
11-2019,90,0.152212637,Safety
12-2019,90,-0.35423235,Safety
01-2017,94,0.627002645,Safety
02-2017,94,0.590046839,Safety
03-2017,94,0.392879026,Safety
04-2017,94,0.586857335,Safety
05-2017,94,0.574007641,Safety
06-2017,94,0.22724505,Safety
07-2017,94,0.623927019,Safety
08-2017,94,0.777041006,Safety
09-2017,94,0.409193435,Safety
10-2017,94,0.708193066,Safety
11-2017,94,0.577879657,Safety
12-2017,94,0.888418517,Safety
01-2018,94,0.629513566,Safety
02-2018,94,0.860395977,Safety
03-2018,94,0.204382278,Safety
04-2018,94,0.453297235,Safety
05-2018,94,0.69051856,Safety
06-2018,94,0.521776305,Safety
07-2018,94,0.533705453,Safety
08-2018,94,0.54565665,Safety
09-2018,94,0.597759275,Safety
10-2018,94,0.923001636,Safety
11-2018,94,0.715773493,Safety
12-2018,94,0.002573144,Safety
01-2019,94,1.007124801,Safety
02-2019,94,0.490939979,Safety
03-2019,94,0.800965713,Safety
04-2019,94,0.77940872,Safety
05-2019,94,0.188523403,Safety
06-2019,94,0.704594507,Safety
07-2019,94,0.655208303,Safety
08-2019,94,0.325405218,Safety
09-2019,94,0.645213534,Safety
10-2019,94,0.451047768,Safety
11-2019,94,0.450405185,Safety
12-2019,94,0.490484401,Safety
01-2017,100,0.59486193,Safety
02-2017,100,0.441153209,Safety
03-2017,100,0.51114136,Safety
04-2017,100,0.077010716,Safety
05-2017,100,0.372685789,Safety
06-2017,100,0.441351363,Safety
07-2017,100,0.46082716,Safety
08-2017,100,0.209786426,Safety
09-2017,100,0.150344318,Safety
10-2017,100,0.571639394,Safety
11-2017,100,0.273979288,Safety
12-2017,100,0.28515571,Safety
01-2018,100,0.434407184,Safety
02-2018,100,0.91957268,Safety
03-2018,100,0.00022977,Safety
04-2018,100,0.368337454,Safety
05-2018,100,0.865344471,Safety
06-2018,100,0.532011115,Safety
07-2018,100,1.204965179,Safety
08-2018,100,0.788508142,Safety
09-2018,100,1.010254578,Safety
10-2018,100,0.289023229,Safety
11-2018,100,0.626617821,Safety
12-2018,100,0.916380052,Safety
01-2019,100,0.543548447,Safety
02-2019,100,0.682985865,Safety
03-2019,100,0.482729377,Safety
04-2019,100,0.440537295,Safety
05-2019,100,0.256948119,Safety
06-2019,100,0.869728259,Safety
07-2019,100,0.213640696,Safety
08-2019,100,0.505041235,Safety
09-2019,100,0.497706617,Safety
10-2019,100,0.54037743,Safety
11-2019,100,0.603775173,Safety
12-2019,100,0.565227153,Safety
01-2017,101,0.447534474,Safety
02-2017,101,0.646295754,Safety
03-2017,101,0.555218475,Safety
04-2017,101,0.495654163,Safety
05-2017,101,0.755206522,Safety
06-2017,101,0.46045985,Safety
07-2017,101,0.195557649,Safety
08-2017,101,0.452341811,Safety
09-2017,101,0.528269263,Safety
10-2017,101,0.112678879,Safety
11-2017,101,0.234640925,Safety
12-2017,101,0.059851761,Safety
01-2018,101,0.813582354,Safety
02-2018,101,0.545640216,Safety
03-2018,101,0.846420551,Safety
04-2018,101,0.287600293,Safety
05-2018,101,0.877888174,Safety
06-2018,101,0.407312272,Safety
07-2018,101,0.664272925,Safety
08-2018,101,0.818768451,Safety
09-2018,101,0.956540545,Safety
10-2018,101,0.310627685,Safety
11-2018,101,0.50275924,Safety
12-2018,101,0.127078717,Safety
01-2019,101,0.981033725,Safety
02-2019,101,0.471615324,Safety
03-2019,101,0.789151691,Safety
04-2019,101,0.136568535,Safety
05-2019,101,0.411524439,Safety
06-2019,101,0.049167167,Safety
07-2019,101,0.457243507,Safety
08-2019,101,0.756561287,Safety
09-2019,101,0.835991562,Safety
10-2019,101,0.946161415,Safety
11-2019,101,0.465904587,Safety
12-2019,101,0.221851635,Safety
01-2017,102,0.857765389,Safety
02-2017,102,0.348148042,Safety
03-2017,102,0.140369981,Safety
04-2017,102,0.543093135,Safety
05-2017,102,0.353960127,Safety
06-2017,102,0.555680772,Safety
07-2017,102,0.430222285,Safety
08-2017,102,0.780505347,Safety
09-2017,102,0.726077072,Safety
10-2017,102,0.375516957,Safety
11-2017,102,0.278867879,Safety
12-2017,102,0.339711564,Safety
01-2018,102,0.19394549,Safety
02-2018,102,0.336357806,Safety
03-2018,102,0.744519985,Safety
04-2018,102,0.587839568,Safety
05-2018,102,0.651824226,Safety
06-2018,102,0.482728321,Safety
07-2018,102,0.51314796,Safety
08-2018,102,0.36009323,Safety
09-2018,102,0.726790795,Safety
10-2018,102,0.159666587,Safety
11-2018,102,0.550421372,Safety
12-2018,102,0.71416523,Safety
01-2019,102,0.584483855,Safety
02-2019,102,0.186700077,Safety
03-2019,102,0.488109416,Safety
04-2019,102,0.661335442,Safety
05-2019,102,0.626617844,Safety
06-2019,102,0.4943973,Safety
07-2019,102,0.195493779,Safety
08-2019,102,0.149703608,Safety
09-2019,102,0.966019187,Safety
10-2019,102,0.782010205,Safety
11-2019,102,0.519042933,Safety
12-2019,102,0.574037005,Safety
01-2017,103,0.927362148,Safety
02-2017,103,0.684623351,Safety
03-2017,103,0.297358749,Safety
04-2017,103,0.193458428,Safety
05-2017,103,0.094291059,Safety
06-2017,103,0.487558274,Safety
07-2017,103,0.669255968,Safety
08-2017,103,0.973951348,Safety
09-2017,103,0.475608846,Safety
10-2017,103,0.390295946,Safety
11-2017,103,0.498463688,Safety
12-2017,103,0.351200291,Safety
01-2018,103,0.697043506,Safety
02-2018,103,0.597288488,Safety
03-2018,103,0.563838472,Safety
04-2018,103,0.246741615,Safety
05-2018,103,0.372830567,Safety
06-2018,103,0.188241128,Safety
07-2018,103,0.93710852,Safety
08-2018,103,0.440080218,Safety
09-2018,103,0.58267506,Safety
10-2018,103,0.85002938,Safety
11-2018,103,0.76744968,Safety
12-2018,103,1.217875733,Safety
01-2019,103,0.626676588,Safety
02-2019,103,0.492109465,Safety
03-2019,103,0.19761731,Safety
04-2019,103,0.934646099,Safety
05-2019,103,0.120961906,Safety
06-2019,103,0.200445896,Safety
07-2019,103,0.175713285,Safety
08-2019,103,0.495232755,Safety
09-2019,103,0.378196009,Safety
10-2019,103,0.324161807,Safety
11-2019,103,0.595409899,Safety
12-2019,103,0.728165262,Safety
01-2017,104,0.623111931,Safety
02-2017,104,0.464240838,Safety
03-2017,104,0.544520402,Safety
04-2017,104,0.945512302,Safety
05-2017,104,0.773555049,Safety
06-2017,104,0.373964512,Safety
07-2017,104,0.530482469,Safety
08-2017,104,0.316961791,Safety
09-2017,104,0.362384426,Safety
10-2017,104,0.470140013,Safety
11-2017,104,0.653224383,Safety
12-2017,104,0.465734046,Safety
01-2018,104,0.101473746,Safety
02-2018,104,0.562405518,Safety
03-2018,104,0.567715348,Safety
04-2018,104,0.415754547,Safety
05-2018,104,0.67445068,Safety
06-2018,104,0.997189859,Safety
07-2018,104,0.702126472,Safety
08-2018,104,0.089771582,Safety
09-2018,104,0.08751983,Safety
10-2018,104,0.634120665,Safety
11-2018,104,-0.202233095,Safety
12-2018,104,0.405278904,Safety
01-2019,104,0.640931857,Safety
02-2019,104,0.245627521,Safety
03-2019,104,0.689059032,Safety
04-2019,104,0.445865489,Safety
05-2019,104,0.26135767,Safety
06-2019,104,0.390855192,Safety
07-2019,104,0.048340553,Safety
08-2019,104,0.743542946,Safety
09-2019,104,0.255541712,Safety
10-2019,104,0.128141103,Safety
11-2019,104,0.466649261,Safety
12-2019,104,0.307758226,Safety
01-2017,105,0.411628789,Safety
02-2017,105,0.659635881,Safety
03-2017,105,0.417924746,Safety
04-2017,105,0.563391343,Safety
05-2017,105,0.631332109,Safety
06-2017,105,0.563711539,Safety
07-2017,105,0.698921858,Safety
08-2017,105,0.708778043,Safety
09-2017,105,0.482069833,Safety
10-2017,105,0.574767741,Safety
11-2017,105,0.344717377,Safety
12-2017,105,0.62939941,Safety
01-2018,105,0.38081541,Safety
02-2018,105,0.568310621,Safety
03-2018,105,0.329109026,Safety
04-2018,105,0.515344608,Safety
05-2018,105,0.561805338,Safety
06-2018,105,0.567959456,Safety
07-2018,105,0.16222255,Safety
08-2018,105,0.154430216,Safety
09-2018,105,0.137855965,Safety
10-2018,105,0.703245595,Safety
11-2018,105,0.578573457,Safety
12-2018,105,0.958755187,Safety
01-2019,105,0.549247411,Safety
02-2019,105,0.234792348,Safety
03-2019,105,0.703997424,Safety
04-2019,105,0.75419443,Safety
05-2019,105,0.739861181,Safety
06-2019,105,0.162705361,Safety
07-2019,105,0.234217312,Safety
08-2019,105,0.544952235,Safety
09-2019,105,0.639986481,Safety
10-2019,105,-0.011119816,Safety
11-2019,105,0.609553353,Safety
12-2019,105,0.81101327,Safety
01-2017,106,0.561605083,Safety
02-2017,106,0.589691323,Safety
03-2017,106,0.256637842,Safety
04-2017,106,0.742435477,Safety
05-2017,106,0.370035502,Safety
06-2017,106,0.454205536,Safety
07-2017,106,0.885085908,Safety
08-2017,106,0.525009879,Safety
09-2017,106,0.668618096,Safety
10-2017,106,0.348757668,Safety
11-2017,106,0.306463446,Safety
12-2017,106,-0.05831798,Safety
01-2018,106,0.53741833,Safety
02-2018,106,0.591683681,Safety
03-2018,106,0.34285118,Safety
04-2018,106,0.653469676,Safety
05-2018,106,0.220595457,Safety
06-2018,106,0.531128438,Safety
07-2018,106,0.513587906,Safety
08-2018,106,0.435291098,Safety
09-2018,106,0.581487768,Safety
10-2018,106,0.495985469,Safety
11-2018,106,0.44077931,Safety
12-2018,106,0.242103902,Safety
01-2019,106,0.204136972,Safety
02-2019,106,0.553290584,Safety
03-2019,106,0.421604627,Safety
04-2019,106,0.03078399,Safety
05-2019,106,0.397834706,Safety
06-2019,106,0.628327394,Safety
07-2019,106,0.654579419,Safety
08-2019,106,0.754325921,Safety
09-2019,106,0.61819693,Safety
10-2019,106,0.730506234,Safety
11-2019,106,0.72999832,Safety
12-2019,106,0.489778554,Safety
01-2017,107,0.487032956,Safety
02-2017,107,0.19935338,Safety
03-2017,107,0.39760461,Safety
04-2017,107,0.13880084,Safety
05-2017,107,0.368075581,Safety
06-2017,107,0.515096928,Safety
07-2017,107,0.637648072,Safety
08-2017,107,0.715034578,Safety
09-2017,107,0.394143503,Safety
10-2017,107,0.87771167,Safety
11-2017,107,0.312823319,Safety
12-2017,107,0.870342146,Safety
01-2018,107,0.604197513,Safety
02-2018,107,0.52942942,Safety
03-2018,107,0.394950903,Safety
04-2018,107,1.009559222,Safety
05-2018,107,0.582101925,Safety
06-2018,107,0.350566369,Safety
07-2018,107,0.535646349,Safety
08-2018,107,0.346665025,Safety
09-2018,107,0.72118909,Safety
10-2018,107,0.527217226,Safety
11-2018,107,0.321557667,Safety
12-2018,107,0.126103811,Safety
01-2019,107,0.466914174,Safety
02-2019,107,0.547182783,Safety
03-2019,107,0.21252888,Safety
04-2019,107,0.516244335,Safety
05-2019,107,0.284161978,Safety
06-2019,107,0.508166444,Safety
07-2019,107,0.597982594,Safety
08-2019,107,0.463295743,Safety
09-2019,107,0.816820012,Safety
10-2019,107,0.592514329,Safety
11-2019,107,0.332008526,Safety
12-2019,107,0.325773511,Safety
01-2017,108,0.649476508,Safety
02-2017,108,0.574831189,Safety
03-2017,108,0.857539685,Safety
04-2017,108,0.318448511,Safety
